IDENTMENECOPA;ident_men;vag;nbvehic;marque;carbu;anvoi;expvoi1;expvoi2;expvoi3;expvoi4;provoi;protrav;km_auto;repar_auto;fraisvoi;persvoi;quivoi;apvoi;gravoi;recvoi;moisvoi;lieuvoi;acqvoi;crevoi;empvoi;apervoi;mcrevoi;ancvoi;repvoi;privoi;marque_d;numvehic;fraisvoi_d;repar_auto_d;mcrevoi_d;privoi_d;repvoi_d;dom;achat_auto;credit_achat;prix_auto;remb_cred_12;acq_neuf;acq_occaz;prix_neuf;prix_occaz;rep_neuf;rep_occaz;remb_neuf;remb_occaz
201103073;3073;4;3;RENAULT KANGOO;2;2003;0;0;1;0;;;;0;0;3;;3;;2011;3;3;2;3;;;;5;;3000;RENAULT KANGOO;2;;;;3000;;0;1;;3000;;;1;;3000;0;;;0
201103073;3073;4;3;RENAULT R19;2;1996;1;0;1;0;;100;240;0;0;1;2;3;;1999;;;;;;;;;;;RENAULT 19;3;;;;;;0;;;;;;;;;;;;
201103074;3074;1;1;CITROEN;2;2006;0;0;1;0;;;;0;0;1;2;3;;2007;;;;;;;;;;;CITROEN - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201103077;3077;6;2;C3;1;1986;1;0;1;0;;100;260;0;0;1;1;3;;2010;3;;;;;;;;;;CITROEN C3;1;;;;;;0;1;;0;;;;;;;;;
201103077;3077;6;2;C4;2;1987;1;0;1;0;;80;380;0;0;1;2;3;;2011;2;2;2;3;0;0;;2;6000;6000;CITROEN C4;2;;;;6000;6000;0;1;;6000;;;1;;6000;6000;;;0
201103078;3078;3;1;RENAULT CLIO;2;2010;0;0;1;0;;;;0;0;1;1;3;;2010;5;2;1;1;14000;1000;2970;1;500;15500;RENAULT CLIO;1;;;2970;15500;500;0;1;1;15500;2970;1;;15500;;;500;2970;
201103079;3079;3;1;PEUGEOT 306;2;1996;0;0;1;0;;;;814;0;1;1;3;;1996;;;;;;;;;;;PEUGEOT 306;1;;814;;;;0;;;;;;;;;;;;
201103080;3080;6;1;PEUGEOT 207CC;2;2009;1;1;1;0;80;20;700;0;250;1;1;3;;2009;;;;;;;;;;;PEUGEOT 207;1;250;;;;;0;;;;;;;;;;;;
201103081;3081;2;1;RENAULT TWINGO;1;1998;1;1;1;0;10;10;40;0;60;1;1;4;;;;;;;;;;;;;RENAULT TWINGO;1;60;;;;;0;;;;;;;;;;;;
201103082;3082;6;1;PEUGEOT 107;1;2008;0;0;1;0;;;;0;0;1;1;3;;2008;;;;;;;;;;;PEUGEOT 107;1;;;;;;0;;;;;;;;;;;;
201103084;3084;4;1;RENAULT TWINGO;1;1998;0;0;1;0;;;;0;80;3;;3;;2000;;;;;;;;;;;RENAULT TWINGO;1;80;;;;;0;;;;;;;;;;;;
201103090;3090;5;1;CITROEN C2;1;2005;0;0;1;0;;;;0;0;1;1;3;;2007;;;;;;;;;;;CITROEN C2;1;;;;;;0;;;;;;;;;;;;
201103091;3091;2;1;RENAULT 19;1;1994;1;0;1;0;;80;300;0;210;1;1;3;;2002;;;;;;;;;;;RENAULT 19;1;210;;;;;0;;;;;;;;;;;;
201103096;3096;2;1;HONDA CIVIC;1;2009;0;0;1;0;;;;0;0;1;1;3;;2009;3;;;;;;;;;;HONDA CIVIC;1;;;;;;0;;;;;;;;;;;;
201103097;3097;3;1;CITROEN;2;2001;1;0;1;0;;25;200;300;0;1;1;3;;2005;;;;;;;;;;;CITROEN - NON SPECIFIE;1;;300;;;;0;;;;;;;;;;;;
201103098;3098;2;2;BMW;2;2008;1;0;0;0;;90;800;0;0;1;2;3;;2008;;;;;;;;;;;BMW - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201103098;3098;2;2;BMW;2;2008;0;1;1;0;50;;;0;0;1;1;3;;2008;;;;;;;;;;;BMW - NON SPECIFIE;2;;;;;;0;;;;;;;;;;;;
201103099;3099;2;2;RENAULT 21;2;1980;0;0;0;1;;;;0;0;1;1;4;;;;;;;;;;;;;RENAULT 21;1;;;;;;0;;;;;;;;;;;;
201103099;3099;2;2;RENAULT TRAFIC;2;1988;0;0;1;0;;;;258;0;1;1;3;;1988;;;;;;;;;;;RENAULT TRAFIC;2;;258;;;;0;;;;;;;;;;;;
201103100;3100;1;1;PEUGEOT 207;2;2007;1;0;1;0;;80;100;500;60;1;1;3;;2009;5;;;;;;;;;;PEUGEOT 207;1;60;500;;;;0;;;;;;;;;;;;
201103101;3101;1;1;RENAULT;2;1993;0;0;1;0;;;;0;0;1;1;3;;1993;;;;;;;;;;;RENAULT - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201103102;3102;1;3;CITROEN AX;1;1991;0;0;1;0;;;;172;0;1;1;3;;2007;;;;;;;;;;;CITROEN AX;1;;172;;;;0;;;;;;;;;;;;
201103102;3102;1;3;CITROEN XANTIA;2;1993;0;0;1;0;;;;0;0;3;;3;;2003;;;;;;;;;;;CITROEN XANTIA;2;;;;;;0;;;;;;;;;;;;
201103102;3102;1;3;CITROEN ZX;2;1992;0;0;1;0;;;;0;50;1;3;3;;2001;;;;;;;;;;;CITROEN ZX;3;50;;;;;0;;;;;;;;;;;;
201103104;3104;4;2;CITROEN XSARA PICASS;2;2010;0;0;1;0;;;;0;0;1;2;3;;2010;12;2;2;1;10000;3900;933;3;0;13900;CITROEN XSARA;1;;;933;13900;0;0;1;1;13900;933;;1;;13900;0;;;933
201103104;3104;4;2;RENAULT SCENIC;1;2001;1;0;0;0;;95;140;0;0;1;2;3;;2003;;;;;;;;;;;RENAULT SCENIC;2;;;;;;0;;;;;;;;;;;;
201103106;3106;1;1;RENAULT MEGANE;2;2005;1;0;1;0;;70;200;0;0;1;1;3;;2010;3;2;2;1;2992;2000;2992;1;7500;9500;RENAULT MEGANE;1;;;2992;9500;7500;0;1;1;9500;2992;;1;;9500;7500;;;2992
201103107;3107;2;2;CITROEN C15;2;1995;0;0;1;0;;;;0;0;1;2;3;;2000;;;;;;;;;;;CITROEN C15;1;;;;;;0;;;;;;;;;;;;
201103107;3107;2;2;CITROEN C3;2;2004;1;0;1;0;;80;300;0;0;1;1;3;;2006;;;;;;;;;;;CITROEN C3;2;;;;;;0;;;;;;;;;;;;
201103108;3108;3;1;OPEL CALIBRA;1;1998;0;0;1;0;;;;0;0;1;1;2;2;;;;;;;;;;;;OPEL - GROUPE;1;;;;;;0;;;;;;;;;;;;
201103109;3109;2;2;CLIO;1;2009;1;1;1;0;0;0;98;0;0;1;1;3;;2010;4;2;2;3;0;14250;;1;8000;22250;RENAULT CLIO;1;;;;22250;8000;0;1;;22250;;;1;;22250;8000;;;0
201103109;3109;2;2;POLO;1;2000;1;0;1;0;;20;80;0;0;1;3;3;;2008;;;;;;;;;;;VOLKSWAGEN POLO;2;;;;;;0;;;;;;;;;;;;
201103111;3111;2;1;OPEL CORSA;1;1994;0;0;1;0;;;;0;65;1;1;3;;1994;;;;;;;;;;;OPEL CORSA;1;65;;;;;0;;;;;;;;;;;;
201103112;3112;5;1;CLIO RENAULT;2;1999;0;0;1;0;;;;670;100;1;1;3;;2000;;;;;;;;;;;RENAULT CLIO;1;100;670;;;;0;;;;;;;;;;;;
201103113;3113;1;1;PEUGEOT;2;2004;0;0;1;0;;;;0;999999;1;1;3;;2008;;;;;;;;;;;PEUGEOT - NON SPECIFIE;1;450;;;;;0;;;;;;;;;;;;
201103114;3114;3;1;PEUGEOT TIPI;2;2010;1;0;1;0;;80;100;0;0;1;1;3;;2010;8;2;2;3;0;18000;;1;5000;23000;PEUGEOT TIPEE;1;;;;23000;5000;0;1;;23000;;;1;;23000;5000;;;0
201103118;3118;6;1;CITROEN C3;2;2007;1;0;1;0;;0;300;0;100;1;1;3;;2010;10;3;2;1;5000;0;1650;2;1000;5000;CITROEN C3;1;100;;1650;5000;1000;0;1;1;5000;1650;;1;;5000;1000;;;1650
201103119;3119;6;1;BMW X5;2;2001;0;0;1;0;;;;0;0;1;1;3;;2009;;;;;;;;;;;BMW - GROUPE;1;;;;;;0;;;;;;;;;;;;
201103120;3120;2;1;RENAULT LAGUNA;2;2009;0;0;1;0;;;;0;0;3;;3;;2009;8;;;;;;;;;;RENAULT LAGUNA;1;;;;;;0;;;;;;;;;;;;
201103123;3123;3;3;CITROEN AX;1;1984;0;0;1;0;;;;59;16;1;1;3;;1997;;;;;;;;;;;CITROEN AX;1;16;59;;;;0;;;;;;;;;;;;
201103123;3123;3;3;DAIWOU;1;2003;0;0;1;0;;;;0;0;1;3;3;;2010;12;3;2;3;;;;5;;2600;DAEWOO - NON SPECIFIE;2;;;;2600;;0;1;;2600;;;1;;2600;0;;;0
201103123;3123;3;3;PICASSO;2;2006;0;0;1;0;;;;0;0;3;;3;;2009;;;;;;;;;;;CITROEN PICASSO;3;;;;;;0;;;;;;;;;;;;
201103124;3124;5;1;RENAULT;1;1995;0;0;1;0;;;;0;999999;3;;3;;1995;;;;;;;;;;;RENAULT - NON SPECIFIE;1;300;;;;;0;;;;;;;;;;;;
201103125;3125;3;1;SEAT IBIZA;2;2005;1;0;1;0;;60;99999;0;200;1;1;3;;2009;;;;;;;;;;;SEAT IBIZA;1;200;;;;;0;;;;;;;;;;;;
201103126;3126;5;1;FORD C MAX;2;2004;0;0;1;0;;;;0;0;3;;3;;2010;4;;;;;;;;;;FORD C-MAX;1;;;;;;0;1;;0;;;;;;;;;
201103127;3127;6;1;BMW 325;1;1985;1;0;1;0;;0;1500;0;0;1;1;3;;2006;;;;;;;;;;;BMW SERIE 3;1;;;;;;0;;;;;;;;;;;;
201103128;3128;1;3;307 PEUGEOT;2;2004;1;0;1;0;;90;99999;0;0;1;1;3;;2010;2;2;2;1;4000;0;720;1;2000;6000;PEUGEOT 307;1;;;720;6000;2000;0;1;1;6000;720;;1;;6000;2000;;;720
201103128;3128;1;3;PEUGEOT 806;2;1998;0;0;1;0;;;;0;0;1;3;3;;2002;;;;;;;;;;;PEUGEOT 806;2;;;;;;0;;;;;;;;;;;;
201103128;3128;1;3;TRAFIC 1400;2;1988;0;0;1;0;;;;0;0;1;1;3;;2004;;;;;;;;;;;RENAULT TRAFIC;3;;;;;;0;;;;;;;;;;;;
201103129;3129;2;1;RENAULT KANGO;2;2008;0;0;1;0;;;;0;236;1;2;3;;2008;;;;;;;;;;;RENAULT KANGOO;1;236;;;;;0;;;;;;;;;;;;
201103130;3130;2;2;PEUGEOT 206;1;2000;0;1;1;0;999;;;1400;0;1;3;3;;2010;12;3;2;3;;;;5;;2600;PEUGEOT 205;1;;1400;;2600;;0;1;;2600;;;1;;2600;0;;;0
201103130;3130;2;2;REANULT LAGUNA 2.2D;2;1998;0;0;1;0;;;;0;0;1;1;3;;2004;;;;;;;;;;;RENAULT LAGUNA;2;;;;;;0;;;;;;;;;;;;
201103131;3131;5;1;RENAULT ESPACE;2;2004;0;0;1;0;;;;0;0;3;;3;;2007;;;;;;;;;;;RENAULT ESPACE;1;;;;;;0;;;;;;;;;;;;
201103133;3133;3;2;PEUGEOT 406;1;2001;0;0;1;0;;;;0;0;1;2;3;;2004;;;;;;;;;;;PEUGEOT 406;1;;;;;;0;;;;;;;;;;;;
201103133;3133;3;2;RENAULT 19;2;1994;1;0;1;0;;100;360;185;0;1;2;3;;1996;;;;;;;;;;;RENAULT 19;2;;185;;;;0;;;;;;;;;;;;
201103134;3134;3;1;307;1;2002;0;0;1;0;;;;0;0;1;2;3;;2002;;;;;;;;;;;PEUGEOT 307;1;;;;;;0;;;;;;;;;;;;
201103137;3137;3;2;FIAT PUNTO;2;1997;1;0;1;0;;5;95;10;0;1;2;3;;2009;;;;;;;;;;;FIAT PUNTO;1;;10;;;;0;;;;;;;;;;;;
201103137;3137;3;2;LANCIA LYBRA;2;2002;1;1;1;0;10;70;20;2200;0;1;1;3;;2009;;;;;;;;;;;LANCIA - GROUPE;2;;2200;;;;0;;;;;;;;;;;;
201103138;3138;1;1;RENAULT SCENIC;2;2002;1;0;1;0;;80;450;0;0;1;2;3;;2010;8;3;2;3;;;;5;;3800;RENAULT SCENIC;1;;;;3800;;0;1;;3800;;;1;;3800;0;;;0
201103139;3139;3;1;LAGUNA RENAULT;1;2001;0;0;0;1;;;;0;0;2;;3;;2009;;;;;;;;;;;RENAULT LAGUNA;1;;;;;;0;;;;;;;;;;;;
201103141;3141;2;2;CITROEN;1;1994;0;0;1;0;;;;0;0;1;1;4;;;;;;;;;;;;;CITROEN - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201103141;3141;2;2;CITROEN XANTIA;2;1997;0;1;1;0;60;;;2000;0;1;1;3;;2000;;;;;;;;;;;CITROEN XANTIA;2;;2000;;;;0;;;;;;;;;;;;
201103142;3142;5;2;AUDI A3;2;2006;1;0;1;0;;90;200;0;0;1;2;3;;2009;;;;;;;;;;;AUDI A3;1;;;;;;0;;;;;;;;;;;;
201103142;3142;5;2;RENAULT TWINGO;1;2007;1;0;1;0;;90;400;0;0;1;1;3;;2007;;;;;;;;;;;RENAULT TWINGO;2;;;;;;0;;;;;;;;;;;;
201103143;3143;6;2;MERCEDES C 200;1;2005;0;0;1;0;;;;0;0;3;;3;;2007;;;;;;;;;;;MERCEDES CLASSE C;1;;;;;;0;;;;;;;;;;;;
201103143;3143;6;2;RENAULT TWINGO;1;2010;0;0;1;0;;;;0;0;3;;3;;2010;11;2;1;3;0;7751;;1;3199;10950;RENAULT TWINGO;2;;;;10950;3199;0;1;;10950;;1;;10950;;;3199;0;
201103144;3144;2;1;NISSAN QASHQAI;2;2008;1;0;1;0;;0;64;0;170;1;2;3;;2008;;;;;;;;;;;NISSAN QASHQAI;1;170;;;;;0;;;;;;;;;;;;
201103145;3145;5;2;CITROEN C4;2;2008;1;0;1;0;;80;450;0;0;1;1;3;;2010;7;2;2;3;0;10000;;2;5900;15900;CITROEN C4;1;;;;15900;5900;0;1;;15900;;;1;;15900;5900;;;0
201103145;3145;5;2;RENAULT KANGOO;2;2000;0;1;1;0;90;;;0;0;1;2;3;;2004;;;;;;;;;;;RENAULT KANGOO;2;;;;;;0;;;;;;;;;;;;
201103146;3146;2;3;CITROEN ZX;1;1992;0;0;0;1;;;;0;0;1;1;3;;2005;;;;;;;;;;;CITROEN ZX;1;;;;;;0;;;;;;;;;;;;
201103146;3146;2;3;PEUGEOT 405;2;1992;1;0;1;0;;80;300;0;0;1;1;3;;2010;3;3;2;3;;;;3;;350;PEUGEOT 405;2;;;;350;;0;1;;350;;;1;;350;0;;;0
201103146;3146;2;3;RENAULT MEGANE;2;2001;1;0;1;0;;70;100;40;0;1;2;3;;2009;1;;;;;;;;;;RENAULT MEGANE;3;;40;;;;0;;;;;;;;;;;;
201103149;3149;5;1;CRV HONDA;1;1999;0;0;1;0;;;;0;0;3;;3;;2007;;;;;;;;;;;HONDA 4X4;1;;;;;;0;;;;;;;;;;;;
201103150;3150;3;1;SEAT CORDOBA;1;2000;0;0;1;0;;;;0;0;1;2;3;;2003;;;;;;;;;;;SEAT CORDOBA;1;;;;;;0;;;;;;;;;;;;
201103151;3151;2;1;HYUNDAI ATOS PRIME;1;2002;0;0;1;0;;;;700;60;1;2;3;;2008;;;;;;;;;;;HYUNDAI - GROUPE;1;60;700;;;;0;;;;;;;;;;;;
201103153;3153;3;1;MODUS;1;2010;0;0;1;0;;;;0;0;1;1;3;;2010;6;2;1;1;5573;5000;1269;1;700;11273;RENAULT MODUS;1;;;1269;11273;700;0;1;1;11273;1269;1;;11273;;;700;1269;
201103154;3154;1;3;RENAULT 19;2;1993;0;0;1;0;;;;0;50;1;3;3;;2008;;;;;;;;;;;RENAULT 19;1;50;;;;;0;;;;;;;;;;;;
201103154;3154;1;3;RENAULT CLIO;1;1997;1;0;1;0;;100;300;0;120;1;2;3;;2005;;;;;;;;;;;RENAULT CLIO;2;120;;;;;0;;;;;;;;;;;;
201103154;3154;1;3;RENAULT CLIO;2;2004;1;0;1;0;;90;350;0;0;1;1;3;;2009;6;;;;;;;;;;RENAULT CLIO;3;;;;;;0;;;;;;;;;;;;
201103156;3156;3;3;4 CH;1;1954;0;0;0;1;;;;0;0;1;1;3;;2001;;;;;;;;;;;RENAULT - GROUPE;1;;;;;;0;;;;;;;;;;;;
201103156;3156;3;3;TOYOTA LAND CRUISER;2;2010;0;0;1;0;;;;0;0;1;1;3;;2010;11;2;1;1;10000;14500;490;2;24500;49000;TOYOTA LAND CRUISER 4X4;2;;;490;49000;24500;0;1;1;49000;490;1;;49000;;;24500;490;
201103156;3156;3;3;TOYOTA YARIS;1;2006;0;0;1;0;;;;0;0;1;2;3;;2006;;;;;;;;;;;TOYOTA YARIS;3;;;;;;0;;;;;;;;;;;;
201103158;3158;3;2;FIESTA;2;2009;0;0;1;0;;;;0;0;1;1;3;;2009;;;;;;;;;;;FORD FIESTA;1;;;;;;0;;;;;;;;;;;;
201103158;3158;3;2;SAFRANE;2;1996;1;0;0;0;;100;60;310;0;1;2;3;;2002;;;;;;;;;;;RENAULT SAFRANE;2;;310;;;;0;;;;;;;;;;;;
201103159;3159;3;3;PEUGEOT 807;2;2005;0;0;1;0;;;;1500;200;1;1;3;;2005;;;;;;;;;;;PEUGEOT 807;1;200;1500;;;;0;;;;;;;;;;;;
201103159;3159;3;3;PEUGEOT PARTNER;2;2006;1;0;1;0;;50;1000;0;200;1;2;3;;2008;;;;;;;;;;;PEUGEOT PARTNER;2;200;;;;;0;;;;;;;;;;;;
201103159;3159;3;3;WV POLO;1;2003;1;0;1;0;;60;200;0;0;1;3;3;;2010;9;3;2;3;;;;5;;4500;VOLKSWAGEN POLO;3;;;;4500;;0;1;;4500;;;1;;4500;0;;;0
201103160;3160;4;2;PEUGEOT 806;2;1998;0;0;1;0;;;;360;0;1;1;3;;1999;;;;;;;;;;;PEUGEOT 806;1;;360;;;;0;;;;;;;;;;;;
201103160;3160;4;2;RENAULT CLIO;2;2000;1;0;1;0;;90;200;0;0;1;2;3;;2003;;;;;;;;;;;RENAULT CLIO;2;;;;;;0;;;;;;;;;;;;
201103161;3161;4;1;GRAND C4 PICASSO;2;2009;0;0;1;0;;;;0;55;1;1;3;;2009;;;;;;;;;;;CITROEN GRAND PICASSO;1;55;;;;;0;;;;;;;;;;;;
201103167;3167;4;2;CITROEN C3;2;2005;1;0;1;0;;70;150;0;150;1;1;3;;2008;;;;;;;;;;;CITROEN C3;1;150;;;;;0;;;;;;;;;;;;
201103167;3167;4;2;RENAULT 19;2;1992;1;0;0;0;;100;80;200;0;1;2;3;;2011;1;3;2;3;;;;3;;400;RENAULT 19;2;;200;;400;;0;1;;400;;;1;;400;0;;;0
201103170;3170;2;2;CITROEN XIANTIA;2;1996;1;1;1;0;0;90;400;0;0;1;2;3;;2010;11;3;2;3;;;;5;;500;CITROEN XANTIA;1;;;;500;;0;1;;500;;;1;;500;0;;;0
201103170;3170;2;2;PEUGEOT 307;2;2002;0;0;1;0;;;;250;0;1;2;3;;2009;8;;;;;;;;;;PEUGEOT 307;2;;250;;;;0;;;;;;;;;;;;
201103171;3171;6;1;406;2;2001;0;0;1;0;;;;0;30;1;1;3;;2011;7;2;2;3;0;0;;2;3000;3000;PEUGEOT 406;1;30;;;3000;3000;0;1;;3000;;;1;;3000;3000;;;0
201103173;3173;6;2;OPEL AJLA;1;2009;0;0;1;0;;;;0;0;1;2;3;;2009;;;;;;;;;;;OPEL AGILA;1;;;;;;0;;;;;;;;;;;;
201103173;3173;6;2;OPEL CORSA;1;2005;0;0;1;0;;;;0;0;1;1;3;;2005;;;;;;;;;;;OPEL CORSA;2;;;;;;0;;;;;;;;;;;;
201103174;3174;6;2;CITROEN C1;1;2011;0;0;1;0;;;;1100;0;1;2;3;;2011;3;2;1;3;0;6000;;1;1500;7500;CITROEN C1;1;;1100;;7500;1500;0;1;;7500;;1;;7500;;;1500;0;
201103174;3174;6;2;CITROEN SARA PICASSO;2;2008;0;0;1;0;;;;0;0;1;1;3;;2008;;;;;;;;;;;CITROEN PICASSO;2;;;;;;0;;;;;;;;;;;;
201103176;3176;2;1;HONDA;1;1999;0;0;1;0;;;;0;0;1;1;3;;1999;;;;;;;;;;;HONDA - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201103178;3178;5;1;PEUGEOT 307;2;2006;0;0;1;0;;;;670;300;1;1;3;;2006;;;;;;;;;;;PEUGEOT 307;1;300;670;;;;0;;;;;;;;;;;;
201103181;3181;2;1;CITROEN XANTIA;2;2000;0;0;1;0;;;;0;120;1;2;3;;2004;;;;;;;;;;;CITROEN XANTIA;1;120;;;;;0;;;;;;;;;;;;
201103184;3184;4;2;PEUGEOT 205;2;1996;0;1;0;0;80;;;0;0;1;2;3;;2008;;;;;;;;;;;PEUGEOT 205;1;;;;;;0;;;;;;;;;;;;
201103184;3184;4;2;RENAULT MEGANE 2;2;2003;1;0;1;0;;60;150;420;0;1;1;3;;2006;;;;;;;;;;;RENAULT MEGANE;2;;420;;;;0;;;;;;;;;;;;
201103185;3185;3;1;MODUS RENAULT;2;2005;1;0;1;0;;30;125;1500;200;1;2;3;;2005;;;;;;;;;;;RENAULT MODUS;1;200;1500;;;;0;;;;;;;;;;;;
201103186;3186;6;1;KIA CEED;2;2009;1;0;1;0;;80;300;450;0;1;1;3;;2009;;;;;;;;;;;KYA - GROUPE;1;;450;;;;0;;;;;;;;;;;;
201103188;3188;3;2;CLIO;1;1999;1;0;1;0;;80;320;568;130;1;1;4;;;;;;;;;;;;;RENAULT CLIO;1;130;568;;;;0;;;;;;;;;;;;
201103188;3188;3;2;PEUGEOT 207;2;2006;1;0;1;0;;100;320;0;120;1;2;3;;2006;;;;;;;;;;;PEUGEOT 207;2;120;;;;;0;;;;;;;;;;;;
201103193;3193;1;1;CLIO;1;1998;1;0;1;0;;70;350;70;0;1;1;3;;2006;;;;;;;;;;;RENAULT CLIO;1;;70;;;;0;;;;;;;;;;;;
201103194;3194;3;1;SAXO;2;1997;1;0;1;0;;80;350;60;0;1;1;3;;2010;8;3;2;3;;;;5;;1500;CITROEN SAXO;1;;60;;1500;;0;1;;1500;;;1;;1500;0;;;0
201103195;3195;2;2;CITROEN C4 PICASSO;2;2009;1;0;1;0;;0;300;0;0;1;2;3;;2009;;;;;;;;;;;CITROEN PICASSO;1;;;;;;0;;;;;;;;;;;;
201103195;3195;2;2;PEUGEOT 207;2;2007;1;0;1;0;;0;150;0;100;1;1;3;;2007;;;;;;;;;;;PEUGEOT 207;2;100;;;;;0;;;;;;;;;;;;
201103197;3197;1;2;FIAT PUMTO;1;2000;0;0;1;0;;;;0;0;1;1;3;;2010;6;3;2;3;;;;5;;500;FIAT PUNTO;1;;;;500;;0;1;;500;;;1;;500;0;;;0
201103197;3197;1;2;OPEL SAFIRA;2;2000;0;1;1;0;0;;;0;25;1;2;3;;2000;;;;;;;;;;;OPEL ZAFIRA;2;25;;;;;0;;;;;;;;;;;;
201103198;3198;6;2;806 PEUGEOT;2;1998;0;0;1;0;;;;0;0;1;1;3;;1999;;;;;;;;;;;PEUGEOT 806;1;;;;;;0;;;;;;;;;;;;
201103198;3198;6;2;FIAT PANDA;1;2008;0;0;1;0;;;;0;0;1;2;3;;2008;;;;;;;;;;;FIAT PANDA;2;;;;;;0;;;;;;;;;;;;
201103203;3203;4;2;106 KID;1;1995;1;0;0;0;;90;200;936;226;1;2;3;;1995;;;;;;;;;;;PEUGEOT 106;1;226;936;;;;0;;;;;;;;;;;;
201103203;3203;4;2;SUPER 5;1;1992;0;0;1;0;;;;472;0;1;1;3;;1998;;;;;;;;;;;RENAULT SUPER 5;2;;472;;;;0;;;;;;;;;;;;
201103204;3204;4;1;GOLF;1;1997;1;1;1;0;0;0;8;274;0;1;1;3;;1997;;;;;;;;;;;VOLKSWAGEN GOLF;1;;274;;;;0;;;;;;;;;;;;
201103205;3205;5;2;OPEL CORSA;1;2000;0;0;1;0;;;;0;0;1;2;3;;2000;;;;;;;;;;;OPEL CORSA;1;;;;;;0;;;;;;;;;;;;
201103205;3205;5;2;PEUGEOT 207;2;2010;0;0;1;0;;;;0;0;1;1;3;;2010;12;2;1;1;2000;11000;240;1;500;13500;PEUGEOT 207;2;;;240;13500;500;0;1;1;13500;240;1;;13500;;;500;240;
201103207;3207;4;1;GOLF PLUS;2;2010;0;0;1;0;;;;0;150;1;2;3;;2010;9;2;1;3;0;17000;;1;8000;25000;VOLKSWAGEN GOLF;1;150;;;25000;8000;0;1;;25000;;1;;25000;;;8000;0;
201103209;3209;3;2;PEUGEOT 106;2;1996;0;0;1;0;;;;600;0;1;1;3;;1996;;;;;;;;;;;PEUGEOT 106;1;;600;;;;0;;;;;;;;;;;;
201103209;3209;3;2;PEUGEOT 605;1;1995;0;0;1;0;;;;0;0;1;1;3;;1995;;;;;;;;;;;PEUGEOT 605;2;;;;;;0;;;;;;;;;;;;
201103210;3210;5;1;PEUGEOT 206;1;2004;0;0;1;0;;;;0;0;1;1;4;;;;;;;;;;;;;PEUGEOT 205;1;;;;;;0;;;;;;;;;;;;
201103214;3214;4;1;CITROEN BERLINGOT;2;2010;1;0;1;0;;80;350;0;0;1;1;3;;2010;2;;;;;;;;;;CITROEN BERLINGO;1;;;;;;0;1;;0;;;;;;;;;
201103216;3216;1;2;306 PEUGEOT;1;1994;1;0;0;0;;20;50;0;104;1;2;3;;2008;;;;;;;;;;;PEUGEOT 306;1;104;;;;;0;;;;;;;;;;;;
201103216;3216;1;2;CITROEN PICASSO;2;2003;0;0;1;0;;;;0;150;1;1;3;;2005;;;;;;;;;;;CITROEN PICASSO;2;150;;;;;0;;;;;;;;;;;;
201103217;3217;5;1;PEUGEOT 206;2;2010;0;0;1;0;;;;0;0;1;1;3;;2010;9;2;1;3;0;1900;;4;9700;11600;PEUGEOT 205;1;;;;11600;9700;0;1;;11600;;1;;11600;;;9700;0;
201103219;3219;3;2;RENAULT ESPACE;2;2007;1;0;1;0;;50;50;0;0;1;2;3;;2008;;;;;;;;;;;RENAULT ESPACE;1;;;;;;0;;;;;;;;;;;;
201103219;3219;3;2;RENAULT MEGANE;2;2008;1;1;1;0;50;50;50;0;0;1;1;3;;2008;;;;;;;;;;;RENAULT MEGANE;2;;;;;;0;;;;;;;;;;;;
201103221;3221;4;1;RENAULT MEGANE;2;1998;0;0;1;0;;;;0;0;1;1;2;2;;;;;;;;;;;;RENAULT MEGANE;1;;;;;;0;;;;;;;;;;;;
201103222;3222;3;2;PEUGEOT 207;2;2008;1;0;1;0;;100;750;3000;0;1;1;3;;2008;;;;;;;;;;;PEUGEOT 207;1;;3000;;;;0;;;;;;;;;;;;
201103222;3222;3;2;TWINGO;1;2003;0;0;1;0;;;;0;0;1;3;3;;2009;;;;;;;;;;;RENAULT TWINGO;2;;;;;;0;;;;;;;;;;;;
201103223;3223;4;1;LAGUNA;2;1998;0;0;1;0;;;;220;180;1;2;3;;1998;;;;;;;;;;;RENAULT LAGUNA;1;180;220;;;;0;;;;;;;;;;;;
201103224;3224;1;2;OPEL ZAFIRA;2;2009;1;0;1;0;;100;100;0;300;1;2;3;;2009;1;;;;;;;;;;OPEL ZAFIRA;1;300;;;;;0;;;;;;;;;;;;
201103224;3224;1;2;PEUGEOT 206;2;1999;0;0;1;0;;;;0;0;1;1;3;;2000;;;;;;;;;;;PEUGEOT 205;2;;;;;;0;;;;;;;;;;;;
201103225;3225;3;1;BMW;2;2009;1;0;1;0;;90;500;0;288;1;2;3;;2009;;;;;;;;;;;BMW - NON SPECIFIE;1;288;;;;;0;;;;;;;;;;;;
201103227;3227;2;1;FIAT PUNTO;1;1996;0;1;1;0;999;;;0;999999;1;1;3;;1997;;;;;;;;;;;FIAT PUNTO;1;72;;;;;0;;;;;;;;;;;;
